Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Honda,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498,98.6,5,3.9
Mercedes-Benz,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496,157.7,5,6.5
BMW,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993,265.0,5,48.0
Audi,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968,143.0,5,18.9
Maruti,Pune,2015,131000,Diesel,Manual,First,26.59,1248,74.0,5,3.6
Maruti,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248,74.0,5,5.5
Toyota,Pune,2011,68000,Diesel,Manual,Second,12.8,2494,102.0,7,7.0
BMW,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995,184.0,5,41.75
BMW,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995,218.0,5,10.5
Mahindra,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179,140.0,7,10.09
Honda,Delhi,2009,71499,Petrol,Manual,First,17.0,1497,118.0,5,3.0
Force,Chennai,2014,50000,Diesel,Manual,First,17.0,2200,139.01,7,12.0
Volkswagen,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498,88.0,5,4.91
Honda,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198,90.0,5,2.0
Toyota,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,5.3
Nissan,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,7.22
BMW,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995,190.0,5,32.57
Hyundai,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197,80.0,5,2.75
Maruti,Kochi,2018,43912,CNG,Manual,First,15.1,1196,73.0,5,4.33
Ford,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399,68.0,5,3.75
Honda,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497,118.0,5,5.91
Maruti,Chennai,2013,87192,Diesel,Manual,First,25.2,1248,74.0,5,4.35
Hyundai,Delhi,2014,58000,Diesel,Manual,First,24.0,1120,70.0,5,3.25
Audi,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245.0,7,68.0
Volkswagen,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198,74.0,5,5.5
Honda,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497,117.3,5,12.08
Maruti,Kochi,2018,42243,Diesel,Manual,First,27.39,1248,74.0,5,7.48
Hyundai,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120,70.0,5,5.5
Maruti,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,3.5
Land,Delhi,2013,72000,Diesel,Automatic,First,0.0,2179,115.0,5,15.5
Toyota,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982,171.0,7,19.0
Honda,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,8.4
Maruti,Pune,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,7.25
Maruti,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248,74.0,5,4.25
Skoda,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,5.7
Land,Hyderabad,2013,46000,Diesel,Automatic,Second,0.0,2179,115.0,5,26.0
Maruti,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,2.49
Volkswagen,Pune,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,3.0
Honda,Delhi,2015,65000,Diesel,Manual,First,26.0,1498,98.6,5,5.95
Maruti,Delhi,2013,72000,Diesel,Manual,First,23.4,1248,74.0,5,2.69
Audi,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,26.0
Honda,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,5.5
Ford,Chennai,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,4.85
Maruti,Kochi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,8.39
Renault,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,7.99
Hyundai,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,6.95
Mahindra,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390,75.0,5,1.5
Honda,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497,78.0,5,1.55
Ford,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196,70.0,5,2.75
Renault,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,4.25
Hyundai,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,2.85
Land,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,56.14
Audi,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984,208.0,5,10.0
Maruti,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,1.25
Maruti,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248,74.0,5,7.5
Audi,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,25.81
Volkswagen,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198,74.0,5,4.3
Toyota,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982,171.0,7,11.0
Toyota,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982,171.0,7,11.75
Honda,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,6.58
Maruti,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74.0,5,4.8
Skoda,Pune,2008,61000,Petrol,Manual,Second,17.5,1198,70.0,5,1.65
Jeep,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170.0,5,15.0
Tata,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,1.0
Ford,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596,101.0,5,1.65
Maruti,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793,47.0,5,3.6
Toyota,Delhi,2011,86000,Diesel,Manual,First,11.5,2982,171.0,7,11.5
Maruti,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793,47.0,5,3.6
Hyundai,Pune,2015,30158,Petrol,Manual,First,21.1,814,55.2,5,3.05
Ford,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498,90.0,5,6.0
Volkswagen,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198,74.0,5,3.75
Volkswagen,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199,74.0,5,6.17
Maruti,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,9.05
Honda,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,4.05
Maruti,Pune,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,4.25
Maruti,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,3.75
Hyundai,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591,121.3,5,11.85
Ford,Kochi,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,8.24
Honda,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,6.5
Land,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7,58.91
Mahindra,Delhi,2014,74345,Diesel,Manual,First,15.1,2179,140.0,7,8.0
Volkswagen,Kochi,2015,58134,Petrol,Manual,First,16.47,1198,74.0,5,4.64
Hyundai,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197,80.0,5,3.32
Hyundai,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5,2.78
Chevrolet,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5,8.95
Mercedes-Benz,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991,181.03,5,21.95
Hyundai,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359,134.0,5,7.9
Mercedes-Benz,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796,186.0,5,29.0
Volkswagen,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5,3.25
Honda,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5,5.9
Maruti,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5,9.88
Hyundai,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,8.78
Tata,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7,2.75
Nissan,Kochi,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5,5.98
BMW,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497,215.0,5,31.0
Toyota,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798,138.0,5,3.55
Hyundai,Kochi,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5,6.24
Maruti,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5,2.19
Maruti,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,5.5
Maruti,Pune,2014,17000,Petrol,Manual,First,24.07,998,67.1,5,2.1
Jaguar,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000,503.0,4,50.66
Mercedes-Benz,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143,170.0,5,14.0
Hyundai,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582,126.2,5,5.5
Chevrolet,Pune,2007,63000,Petrol,Manual,Third,14.2,1598,102.0,5,1.2
Maruti,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5,5.3
Hyundai,Chennai,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,6.3
Mercedes-Benz,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143,168.0,5,40.47
Toyota,Delhi,2013,65000,Diesel,Manual,First,13.0,2982,168.5,7,16.1
Audi,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5,25.0
BMW,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995,170.0,5,7.95
Maruti,Delhi,2016,35000,Petrol,Manual,First,24.7,796,47.3,5,2.65
Maruti,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998,67.1,5,2.81
Audi,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,17.5
Maruti,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197,85.0,5,3.3
Maruti,Kochi,2019,31817,Petrol,Manual,First,22.5,998,67.04,5,5.34
Skoda,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,8.5
Honda,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198,90.0,5,2.69
Mahindra,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179,140.0,7,11.5
Maruti,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,4.06
Mercedes-Benz,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5,49.0
Skoda,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5,4.6
Hyundai,Delhi,2015,63776,Diesel,Manual,First,24.0,1120,70.0,5,3.96
Hyundai,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,5.6
Tata,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248,74.0,5,3.75
Hyundai,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5,5.5
Skoda,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5,3.0
Fiat,Mumbai,2011,48000,Petrol,Manual,First,16.0,1368,90.0,5,3.0
Maruti,Pune,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5,2.95
Tata,Hyderabad,2015,80500,Diesel,Manual,First,25.0,1396,69.0,5,2.45
Mercedes-Benz,Pune,2012,119000,Diesel,Automatic,First,14.84,2143,170.0,5,13.99
Mercedes-Benz,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5,60.75
Honda,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,4.5
Hyundai,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197,80.0,5,2.5
Toyota,Chennai,2015,99000,Diesel,Manual,First,13.0,2982,168.5,7,20.5
Hyundai,Delhi,2014,31200,Petrol,Manual,First,18.9,1197,82.0,5,3.9
Volkswagen,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896,105.0,5,3.5
Ford,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,8.3
Hyundai,Chennai,2012,45000,Petrol,Manual,First,21.1,814,55.2,5,2.5
Nissan,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5,2.65
Honda,Kochi,2016,30534,Petrol,Automatic,First,19.0,1199,88.7,5,7.42
Volkswagen,Kochi,2016,46399,Petrol,Manual,First,16.47,1198,74.0,5,4.63
Maruti,Kolkata,2008,42000,Petrol,Manual,First,19.7,796,46.3,5,1.09
Hyundai,Delhi,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5,3.8
Mercedes-Benz,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148,170.0,5,15.75
Tata,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5,5.27
Honda,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,2.75
Honda,Chennai,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5,7.4
Maruti,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5,3.9
Maruti,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993,60.0,5,0.7
Hyundai,Pune,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5,5.9
Maruti,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598,118.0,5,9.58
Mercedes-Benz,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143,203.0,5,24.95
Chevrolet,Kochi,2015,25648,Petrol,Manual,First,13.7,1399,98.82,7,4.29
Mercedes-Benz,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143,203.0,5,11.5
Mahindra,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179,140.0,7,9.65
Hyundai,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197,78.9,5,3.75
Hyundai,Pune,2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5,1.1
Audi,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7,31.41
Mahindra,Pune,2012,99000,Diesel,Manual,Third,12.05,2179,120.0,8,6.0
Honda,Pune,2016,22700,Petrol,Manual,First,18.7,1199,88.7,5,5.55
Tata,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179,138.1,7,10.91
Mahindra,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179,140.0,7,7.25
Volkswagen,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199,73.9,5,3.9
Maruti,Delhi,2012,71082,Diesel,Manual,First,19.3,1248,73.9,5,3.95
Audi,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5,22.0
Maruti,Delhi,2014,21701,Petrol,Manual,First,23.1,998,67.04,5,3.38
Honda,Mumbai,2011,56000,Petrol,Manual,First,16.8,1497,116.3,5,3.45
Hyundai,Delhi,2016,32450,Petrol,Manual,First,18.6,1197,81.83,5,5.75
Renault,Jaipur,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,2.75
Mercedes-Benz,Kochi,2019,20483,Diesel,Automatic,First,17.9,2143,136.0,5,30.3
Ford,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498,89.84,5,7.5
Hyundai,Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197,81.83,5,6.87
Toyota,Bangalore,2015,86398,Diesel,Manual,First,12.99,2494,100.6,7,15.2
Nissan,Chennai,2012,150000,Diesel,Manual,First,21.64,1461,84.8,5,3.5
Maruti,Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248,74.0,5,5.85
Maruti,Hyderabad,2010,68375,Petrol,Manual,First,19.0,998,66.1,5,2.5
Maruti,Pune,2013,52000,Petrol,Manual,First,18.6,1197,85.8,5,3.95
Mercedes-Benz,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143,136.0,5,27.0
Maruti,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7,6.75
Maruti,Jaipur,2007,71000,Petrol,Manual,Second,18.9,998,67.1,5,1.5
Volkswagen,Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199,73.9,5,3.9
Ford,Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498,89.84,5,6.55
Honda,Kochi,2017,65850,Diesel,Manual,First,25.1,1498,98.6,5,9.44
Toyota,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798,138.03,5,10.77
Mahindra,Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179,140.0,7,7.5
Maruti,Kolkata,2016,4000,Petrol,Manual,First,24.7,796,47.3,5,3.0
BMW,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993,265.0,5,11.75
Hyundai,Kochi,2016,29832,Petrol,Manual,First,21.1,814,55.2,5,3.29
Maruti,Chennai,2016,71156,Diesel,Manual,First,26.59,1248,74.0,5,6.5
Maruti,Delhi,2015,64687,CNG,Manual,First,31.79,998,58.33,5,3.8
Audi,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968,147.51,5,18.0
Skoda,Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798,157.75,5,4.95
Tata,Kochi,2015,39208,Petrol,Manual,First,17.57,1193,88.7,5,4.52
Force,Kolkata,2014,41000,Diesel,Manual,First,17.0,2149,139.07,7,8.0
Honda,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497,117.3,5,6.26
Nissan,Chennai,2016,18000,Petrol,Manual,First,16.95,1498,97.7,5,7.5
Volkswagen,Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598,103.6,5,3.35
Hyundai,Mumbai,2014,48656,Petrol,Automatic,First,15.74,1591,121.3,5,5.5
Hyundai,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582,126.2,5,5.25
Audi,Bangalore,2012,88000,Diesel,Automatic,First,16.55,1968,140.0,5,16.25
Maruti,Delhi,2009,92000,Petrol,Manual,First,15.5,1586,103.3,5,2.7
Ford,Chennai,2019,9000,Diesel,Automatic,First,12.62,2198,158.0,7,32.9
Maruti,Coimbatore,2008,50121,Petrol,Manual,First,20.4,1197,83.11,5,3.41
Hyundai,Hyderabad,2014,79000,Diesel,Manual,First,24.0,1120,70.0,5,4.15
Volkswagen,Hyderabad,2014,46000,Diesel,Manual,Second,20.14,1498,88.8,5,5.9
Mercedes-Benz,Pune,2012,100000,Petrol,Automatic,First,10.0,2496,157.7,5,11.5
Hyundai,Kolkata,2015,41000,Petrol,Manual,First,18.6,1197,81.83,5,4.75
Maruti,Chennai,2015,25000,Petrol,Automatic,First,24.07,998,67.1,5,3.5
Maruti,Pune,2014,71899,Diesel,Manual,First,20.77,1248,88.76,7,7.25
Maruti,Mumbai,2016,7100,Petrol,Automatic,First,23.1,998,67.04,5,4.35
Renault,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999,67.0,5,4.99
Mahindra,Bangalore,2013,70359,Diesel,Manual,First,12.05,2179,120.0,8,7.65
Toyota,Chennai,2011,200000,Diesel,Manual,First,12.8,2494,102.0,7,9.0
Volkswagen,Chennai,2017,26969,Diesel,Manual,First,22.07,1199,73.9,5,6.9
Ford,Chennai,2011,56500,Diesel,Manual,First,20.0,1399,68.0,5,2.9
Nissan,Kolkata,2014,40000,Diesel,Manual,First,20.45,1461,83.8,5,5.75
Force,Kolkata,2014,41000,Diesel,Manual,First,17.0,2200,139.01,7,8.0
Renault,Kochi,2017,53105,Petrol,Automatic,First,22.5,999,67.0,5,4.41
Skoda,Mumbai,2013,23000,Diesel,Manual,First,21.14,1498,103.52,5,4.95
Mahindra,Hyderabad,2016,80999,Diesel,Automatic,First,16.0,2179,140.0,7,14.4
Ford,Chennai,2012,82000,Diesel,Manual,First,20.0,1399,68.05,5,2.95
Mahindra,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523,62.1,7,8.14
Volkswagen,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498,108.5,5,8.45
Toyota,Pune,2015,77000,Diesel,Manual,First,12.99,2494,100.0,8,12.5
Mahindra,Mumbai,2012,48000,Diesel,Manual,First,15.1,2179,140.0,7,6.5
Ford,Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499,110.0,5,7.72
Volkswagen,Chennai,2011,110000,Diesel,Automatic,First,16.96,1968,138.1,5,8.0
Tata,Chennai,2009,120000,Diesel,Manual,Second,13.93,2179,138.0,7,3.0
BMW,Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993,245.0,4,29.0
Volkswagen,Kolkata,2014,22000,Petrol,Manual,First,16.47,1198,74.0,5,4.11
Hyundai,Coimbatore,2015,14925,Petrol,Manual,First,18.5,1197,82.9,5,5.37
Maruti,Mumbai,2013,75000,Diesel,Manual,First,20.77,1248,88.8,7,6.55
Honda,Chennai,2015,23000,Petrol,Manual,First,17.4,1497,117.3,5,7.0
Honda,Mumbai,2014,57000,Petrol,Manual,First,17.0,1497,118.0,5,5.48
Volkswagen,Kochi,2013,76718,Diesel,Automatic,First,16.96,1968,138.03,5,6.51
Honda,Pune,2016,138000,Diesel,Manual,First,25.8,1498,98.6,5,5.15
Mahindra,Hyderabad,2013,140000,Diesel,Manual,Second,15.1,2179,140.0,7,9.0
Toyota,Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798,138.1,5,2.75
BMW,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995,190.0,5,12.5
Ford,Kochi,2017,63423,Diesel,Manual,First,23.0,1498,98.96,5,7.69
Hyundai,Kochi,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5,4.57
Honda,Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497,118.0,5,4.5
Maruti,Hyderabad,2015,75000,Diesel,Manual,First,23.2,1248,73.94,5,4.9
Hyundai,Kolkata,2008,55410,Petrol,Manual,First,19.81,1086,68.05,5,1.65
Chevrolet,Mumbai,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5,3.25
Hyundai,Chennai,2012,45000,Diesel,Manual,First,22.32,1582,126.32,5,6.25
Hyundai,Kochi,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5,12.13
Chevrolet,Jaipur,2013,48000,Petrol,Manual,First,18.2,1199,82.4,5,3.25
Audi,Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5,29.0
Honda,Kochi,2013,50266,Petrol,Manual,First,17.0,1497,118.0,5,5.53
Ford,Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497,121.36,5,8.75
Audi,Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7,37.9
Hyundai,Delhi,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.4
Hyundai,Chennai,2014,41681,Petrol,Manual,First,17.0,1197,80.0,5,4.55
Maruti,Delhi,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5,2.65
Tata,Pune,2017,49000,Diesel,Manual,Second,25.0,1396,69.0,5,1.6
BMW,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993,235.0,5,25.72
Maruti,Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248,74.0,5,4.15
Ford,Jaipur,2018,1001,Petrol,Manual,First,19.0,1194,94.68,5,7.23
Hyundai,Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5,2.6
BMW,Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995,181.0,5,7.25
Toyota,Kochi,2017,33901,Diesel,Manual,First,12.8,2494,102.0,8,14.29
Mercedes-Benz,Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143,204.0,5,17.25
Hyundai,Pune,2013,170000,Diesel,Manual,First,22.54,1582,126.2,5,7.5
Maruti,Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5,4.35
Maruti,Pune,2016,85000,Diesel,Manual,First,24.3,1248,88.5,5,8.9
Hyundai,Kolkata,2016,146000,Petrol,Manual,Second,19.1,1197,82.0,5,3.5
Honda,Kolkata,2014,56002,Diesel,Manual,First,26.0,1498,98.6,5,6.1
Renault,Mumbai,2016,8554,Petrol,Manual,First,25.17,799,53.3,5,3.2
Toyota,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5,4.9
Maruti,Kochi,2015,37929,Petrol,Manual,First,24.07,998,67.1,5,3.69
Tata,Chennai,2016,5400,Petrol,Manual,First,23.84,1199,84.0,5,3.98
Hyundai,Kolkata,2013,60000,Diesel,Manual,First,21.9,1396,90.0,5,2.95
Audi,Kochi,2014,55730,Diesel,Automatic,First,16.55,1968,147.51,5,15.21
Maruti,Hyderabad,2015,62000,Diesel,Manual,First,28.4,1248,74.0,5,6.3
Volkswagen,Kochi,2017,14576,Petrol,Manual,First,17.0,1198,73.75,5,6.69
Honda,Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497,117.3,7,9.5
Hyundai,Mumbai,2009,28000,Petrol,Manual,First,17.0,1197,80.0,5,2.65
Hyundai,Ahmedabad,2012,58200,Diesel,Manual,First,14.66,2199,194.3,7,7.5
Maruti,Kochi,2018,12278,Petrol,Automatic,First,23.1,998,67.04,5,5.63
Hyundai,Coimbatore,2018,17665,Petrol,Manual,First,15.8,1591,121.3,5,11.78
Tata,Hyderabad,2004,200000,Diesel,Manual,Second,17.88,1396,52.8,5,0.85
Volkswagen,Mumbai,2011,55893,Petrol,Manual,First,15.04,1598,103.6,5,3.35
Maruti,Kochi,2015,60586,Petrol,Manual,First,23.1,998,67.04,5,4.11
Mercedes-Benz,Ahmedabad,2015,13500,Diesel,Automatic,First,17.9,2143,136.0,5,25.51
Maruti,Jaipur,2017,30000,Petrol,Manual,First,22.74,796,47.3,5,3.1
Ford,Delhi,2018,12000,Diesel,Automatic,First,10.91,3198,197.0,7,33.5
Tata,Kolkata,2017,65000,Petrol,Manual,First,17.57,1193,88.7,5,4.8
Volkswagen,Kolkata,2014,38000,Petrol,Manual,First,16.09,1598,103.5,5,3.49
Maruti,Mumbai,2012,25000,Petrol,Manual,Second,17.5,1373,91.1,7,5.15
Mercedes-Benz,Mumbai,2011,100000,Diesel,Automatic,First,14.0,2987,224.0,5,14.41
Volkswagen,Mumbai,2014,13710,Petrol,Manual,First,16.2,1199,74.0,5,4.75
Toyota,Jaipur,2015,100000,Diesel,Automatic,First,12.55,2982,168.5,7,19.0
Maruti,Hyderabad,2017,17000,Petrol,Manual,First,23.1,998,67.04,5,4.9
BMW,Chennai,2008,89000,Diesel,Automatic,Second,16.07,1995,181.0,4,6.3
Honda,Jaipur,2006,100173,Petrol,Manual,Second,16.9,1497,100.0,5,2.4
Mitsubishi,Pune,2009,97000,Petrol,Manual,First,13.17,1999,114.0,5,3.0
Renault,Delhi,2016,40190,Petrol,Manual,First,18.06,1198,74.93,5,4.25
Volkswagen,Hyderabad,2016,29647,Diesel,Manual,First,20.14,1498,88.0,5,6.3
Maruti,Kochi,2018,43639,Petrol,Manual,First,21.1,998,100.0,5,8.15
Hyundai,Kochi,2012,37333,Petrol,Manual,First,20.36,1197,78.9,5,3.22
Hyundai,Kochi,2018,48407,Petrol,Manual,First,18.6,1197,81.83,5,7.65
BMW,Delhi,2011,25000,Petrol,Automatic,First,10.37,2979,306.0,2,30.0
Hyundai,Pune,2010,72400,Petrol,Manual,Second,20.36,1197,78.9,5,2.3
Mini,Delhi,2012,18000,Petrol,Automatic,First,13.6,1598,181.0,4,22.0
Honda,Pune,2012,65167,Petrol,Manual,First,19.4,1198,86.8,5,3.28
